user_id,ingredient_category_id
29661fa1-a7dc-432a-b01d-370a9bac4d61,f57438b6-86ea-4bf5-a6a7-218639b56aeb
7c52c46f-4e4e-4031-a23e-525d371d17a5,f57438b6-86ea-4bf5-a6a7-218639b56aeb
7c52c46f-4e4e-4031-a23e-525d371d17a5,6f580a45-22e8-4cdc-bced-7b07748aab53
dce5364e-b3e3-446d-81ce-cfa537871a04,6f580a45-22e8-4cdc-bced-7b07748aab53
0cf9dac4-f665-45d3-b38e-5103562eef4f,1bd02f98-1753-4b1e-9f10-167ba32b1277
0cf9dac4-f665-45d3-b38e-5103562eef4f,6f580a45-22e8-4cdc-bced-7b07748aab53
3a5239be-a771-4678-b252-462fa7562479,6f580a45-22e8-4cdc-bced-7b07748aab53
3a5239be-a771-4678-b252-462fa7562479,1bd02f98-1753-4b1e-9f10-167ba32b1277
703aea7e-df98-4291-a1ef-fa6411711a60,92c7dca9-642f-42ce-afb1-c932d00d7ea3
703aea7e-df98-4291-a1ef-fa6411711a60,1bd02f98-1753-4b1e-9f10-167ba32b1277
2face309-fffa-44c1-965f-1b5b53f3568e,1bd02f98-1753-4b1e-9f10-167ba32b1277
2face309-fffa-44c1-965f-1b5b53f3568e,92c7dca9-642f-42ce-afb1-c932d00d7ea3
7df670c3-6ee0-4856-959b-434b096543a7,1bd02f98-1753-4b1e-9f10-167ba32b1277
fd061d74-30ef-4827-8ca7-0591587b6121,d50840dc-b61a-4fb8-a321-6ae2c20d7297
e7214fd1-4e49-4a46-a09a-93a074d44de6,f57438b6-86ea-4bf5-a6a7-218639b56aeb
19bd7164-52a7-42d5-94ff-6431dd51e32d,92c7dca9-642f-42ce-afb1-c932d00d7ea3
1005f846-b91d-42bf-9504-5dbfb0035785,f57438b6-86ea-4bf5-a6a7-218639b56aeb
1005f846-b91d-42bf-9504-5dbfb0035785,d50840dc-b61a-4fb8-a321-6ae2c20d7297
0f993b81-020b-4762-a772-623ddb4f16ca,d50840dc-b61a-4fb8-a321-6ae2c20d7297
7cd66880-5c4e-4e4d-b966-92cb060ac2cc,f57438b6-86ea-4bf5-a6a7-218639b56aeb
7cd66880-5c4e-4e4d-b966-92cb060ac2cc,92c7dca9-642f-42ce-afb1-c932d00d7ea3
85b5474a-57d4-4362-baef-8bf4b493de8f,6f580a45-22e8-4cdc-bced-7b07748aab53
4981a66c-c44d-4697-a0ab-2b57db9d4e96,92c7dca9-642f-42ce-afb1-c932d00d7ea3
58d6eb82-86c7-4ddf-832b-d82db5fe19c9,d50840dc-b61a-4fb8-a321-6ae2c20d7297
58d6eb82-86c7-4ddf-832b-d82db5fe19c9,92c7dca9-642f-42ce-afb1-c932d00d7ea3
94b3ed98-d68e-4371-b116-16868fe263dc,92c7dca9-642f-42ce-afb1-c932d00d7ea3
21688c8c-c55e-4693-a02a-6177e855c447,1bd02f98-1753-4b1e-9f10-167ba32b1277
ed2d7709-9d51-40b7-ba24-1516f3a863f1,6f580a45-22e8-4cdc-bced-7b07748aab53
ed2d7709-9d51-40b7-ba24-1516f3a863f1,1bd02f98-1753-4b1e-9f10-167ba32b1277
e2e5d28e-11b6-4d84-9a17-8cffd5e10fd6,d50840dc-b61a-4fb8-a321-6ae2c20d7297
b431e1fd-5549-401d-9976-931d3a3d9501,92c7dca9-642f-42ce-afb1-c932d00d7ea3
b431e1fd-5549-401d-9976-931d3a3d9501,d50840dc-b61a-4fb8-a321-6ae2c20d7297
7e7a94ab-f344-45ce-999e-7b3f4f188183,f57438b6-86ea-4bf5-a6a7-218639b56aeb
7e7a94ab-f344-45ce-999e-7b3f4f188183,d50840dc-b61a-4fb8-a321-6ae2c20d7297
8e8731cb-7373-49cd-a102-33f8ee18abd1,1bd02f98-1753-4b1e-9f10-167ba32b1277
8e8731cb-7373-49cd-a102-33f8ee18abd1,d50840dc-b61a-4fb8-a321-6ae2c20d7297
3419d770-e0d4-4590-b02c-4531e3c70110,d50840dc-b61a-4fb8-a321-6ae2c20d7297
3419d770-e0d4-4590-b02c-4531e3c70110,6f580a45-22e8-4cdc-bced-7b07748aab53
a929494c-86aa-4582-a468-56aad030aab2,92c7dca9-642f-42ce-afb1-c932d00d7ea3
95a1c6f4-2819-4df5-9762-a79288a860d3,92c7dca9-642f-42ce-afb1-c932d00d7ea3
95a1c6f4-2819-4df5-9762-a79288a860d3,6f580a45-22e8-4cdc-bced-7b07748aab53
d7ee95ab-4646-4831-8e16-3318ac475fa1,6f580a45-22e8-4cdc-bced-7b07748aab53
d7ee95ab-4646-4831-8e16-3318ac475fa1,92c7dca9-642f-42ce-afb1-c932d00d7ea3
47e7f8ca-6f18-4b03-a171-042483bea171,6f580a45-22e8-4cdc-bced-7b07748aab53
47e7f8ca-6f18-4b03-a171-042483bea171,1bd02f98-1753-4b1e-9f10-167ba32b1277
f208fe65-10ee-4624-92fa-abf85ed5813a,1bd02f98-1753-4b1e-9f10-167ba32b1277
f208fe65-10ee-4624-92fa-abf85ed5813a,d50840dc-b61a-4fb8-a321-6ae2c20d7297
8032fc62-eee9-4631-94b3-6537756011d1,d50840dc-b61a-4fb8-a321-6ae2c20d7297
8032fc62-eee9-4631-94b3-6537756011d1,1bd02f98-1753-4b1e-9f10-167ba32b1277
22ca4376-ad88-41e9-bc20-f44f270765f8,1bd02f98-1753-4b1e-9f10-167ba32b1277
cc087b88-c5e2-4ebb-b1fb-89dc3fc801e6,92c7dca9-642f-42ce-afb1-c932d00d7ea3
cc087b88-c5e2-4ebb-b1fb-89dc3fc801e6,6f580a45-22e8-4cdc-bced-7b07748aab53
df6d8804-120f-4645-8251-ea67c4706fc3,1bd02f98-1753-4b1e-9f10-167ba32b1277
df6d8804-120f-4645-8251-ea67c4706fc3,6f580a45-22e8-4cdc-bced-7b07748aab53
d391a684-4796-4354-9909-9ed06e3f13dc,92c7dca9-642f-42ce-afb1-c932d00d7ea3
d391a684-4796-4354-9909-9ed06e3f13dc,6f580a45-22e8-4cdc-bced-7b07748aab53
6763c93a-b438-48e5-be1d-c838658edbb8,d50840dc-b61a-4fb8-a321-6ae2c20d7297
6763c93a-b438-48e5-be1d-c838658edbb8,f57438b6-86ea-4bf5-a6a7-218639b56aeb
c882a0e7-d465-45cc-89ce-d50fb90429e1,92c7dca9-642f-42ce-afb1-c932d00d7ea3
861313ba-292d-45ba-bc1d-841a0c40b46b,6f580a45-22e8-4cdc-bced-7b07748aab53
861313ba-292d-45ba-bc1d-841a0c40b46b,d50840dc-b61a-4fb8-a321-6ae2c20d7297
1e0447f6-2e6c-4573-a904-5c4325df9408,d50840dc-b61a-4fb8-a321-6ae2c20d7297
a0cf0f43-62ab-4c26-8265-dbbbd4720457,92c7dca9-642f-42ce-afb1-c932d00d7ea3
a0cf0f43-62ab-4c26-8265-dbbbd4720457,6f580a45-22e8-4cdc-bced-7b07748aab53
d33f718d-97b6-4d42-adc1-856b31ded5b4,92c7dca9-642f-42ce-afb1-c932d00d7ea3
accbab95-20f1-4c0a-8565-c6c7bf51f209,92c7dca9-642f-42ce-afb1-c932d00d7ea3
5dc572d1-0cf6-49bc-82db-cca1cec41bdc,f57438b6-86ea-4bf5-a6a7-218639b56aeb
5dc572d1-0cf6-49bc-82db-cca1cec41bdc,1bd02f98-1753-4b1e-9f10-167ba32b1277
0635c0f9-a180-476d-b81a-d65da19c78f3,6f580a45-22e8-4cdc-bced-7b07748aab53
0635c0f9-a180-476d-b81a-d65da19c78f3,d50840dc-b61a-4fb8-a321-6ae2c20d7297
308a0528-eae0-4450-b8ea-cd77a428a371,6f580a45-22e8-4cdc-bced-7b07748aab53
308a0528-eae0-4450-b8ea-cd77a428a371,92c7dca9-642f-42ce-afb1-c932d00d7ea3
24e6327b-5650-473d-9ec7-3ec0316cda54,f57438b6-86ea-4bf5-a6a7-218639b56aeb
0db50f0e-3cc8-4d1c-9051-6e89cd39c5a0,6f580a45-22e8-4cdc-bced-7b07748aab53
e5937b13-956c-4aff-9d64-73e180a77f99,1bd02f98-1753-4b1e-9f10-167ba32b1277
e5937b13-956c-4aff-9d64-73e180a77f99,92c7dca9-642f-42ce-afb1-c932d00d7ea3
23a139f0-289c-4567-a7a6-024134aa3f1a,92c7dca9-642f-42ce-afb1-c932d00d7ea3
6dea04ef-eec2-44aa-a595-919f9af3e6fb,1bd02f98-1753-4b1e-9f10-167ba32b1277
9f564c7e-a66a-4d60-93ff-566634c0d9eb,d50840dc-b61a-4fb8-a321-6ae2c20d7297
9f564c7e-a66a-4d60-93ff-566634c0d9eb,6f580a45-22e8-4cdc-bced-7b07748aab53
a4cd57c2-81a3-46b2-b810-24da3c624c5e,6f580a45-22e8-4cdc-bced-7b07748aab53
a4cd57c2-81a3-46b2-b810-24da3c624c5e,f57438b6-86ea-4bf5-a6a7-218639b56aeb
1c3716c5-cdb6-4114-852d-9c8cbbc10bc9,f57438b6-86ea-4bf5-a6a7-218639b56aeb
b9892311-8eb8-4a7d-aa9e-dc2ee8c98140,6f580a45-22e8-4cdc-bced-7b07748aab53
b9892311-8eb8-4a7d-aa9e-dc2ee8c98140,f57438b6-86ea-4bf5-a6a7-218639b56aeb
ba9ffade-87a7-4c05-8af7-99015913bd31,6f580a45-22e8-4cdc-bced-7b07748aab53
ba9ffade-87a7-4c05-8af7-99015913bd31,d50840dc-b61a-4fb8-a321-6ae2c20d7297
2274677d-4daf-45b6-a023-73aebd916b51,f57438b6-86ea-4bf5-a6a7-218639b56aeb
2274677d-4daf-45b6-a023-73aebd916b51,1bd02f98-1753-4b1e-9f10-167ba32b1277
41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,f57438b6-86ea-4bf5-a6a7-218639b56aeb
41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,1bd02f98-1753-4b1e-9f10-167ba32b1277
5bca54c5-d852-4f6f-94f4-8579c81735c2,6f580a45-22e8-4cdc-bced-7b07748aab53
d8034e6a-0e29-4105-a9b7-60be28d8471c,92c7dca9-642f-42ce-afb1-c932d00d7ea3
aab5ff0a-2ec3-4d60-843d-4f88c32bbc8c,1bd02f98-1753-4b1e-9f10-167ba32b1277
aab5ff0a-2ec3-4d60-843d-4f88c32bbc8c,6f580a45-22e8-4cdc-bced-7b07748aab53